Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Ender Lilly Cover
thermaldynamics:cover:0, Magical Planks Cover
thermaldynamics:cover:0, Magical Wood Cover
thermaldynamics:cover:0, Diagonal Wood Cover
thermaldynamics:cover:0, Angel Block Cover
thermaldynamics:cover:0, Cursed Earth Cover
thermaldynamics:cover:0, Redstone Clock Cover
thermaldynamics:cover:0, Compressed Cobblestone Cover
thermaldynamics:cover:0, Double Compressed Cobblestone Cover
thermaldynamics:cover:0, Triple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quadruple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quintuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Sextuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Septuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Octuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Compressed Dirt Cover
thermaldynamics:cover:0, Double Compressed Dirt Cover
thermaldynamics:cover:0, Triple Compressed Dirt Cover
thermaldynamics:cover:0, Quadruple Compressed Dirt Cover
thermaldynamics:cover:0, Compressed Sand Cover
thermaldynamics:cover:0, Double Compressed Sand Cover
thermaldynamics:cover:0, Compressed Gravel Cover
thermaldynamics:cover:0, Double Compressed Gravel Cover
thermaldynamics:cover:0, Compressed Netherrack Cover
thermaldynamics:cover:0, Double Compressed Netherrack Cover
thermaldynamics:cover:0, Triple Compressed Netherrack Cover
thermaldynamics:cover:0, Quadruple Compressed Netherrack Cover
thermaldynamics:cover:0, Quintuple Compressed Netherrack Cover
thermaldynamics:cover:0, Sextuple Compressed Netherrack Cover
thermaldynamics:cover:0, Red Orchid Cover
thermaldynamics:cover:0, Power Overload Cover
thermaldynamics:cover:0, Border Stone Cover
thermaldynamics:cover:0, Crossed Stone Cover
thermaldynamics:cover:0, Polished Stone Cover
thermaldynamics:cover:0, Stoneburnt Cover
thermaldynamics:cover:0, Sandy Glass Cover
thermaldynamics:cover:0, Truchet Cover
thermaldynamics:cover:0, Blue Quartz Cover
thermaldynamics:cover:0, Quartzburnt Cover
thermaldynamics:cover:0, Rainbow Stone Cover
thermaldynamics:cover:0, Thickened Glass Cover
thermaldynamics:cover:0, Thickened Glass (Bordered) Cover
thermaldynamics:cover:0, Thickened Glass (Patterned) Cover
thermaldynamics:cover:0, Dark Glass Cover
thermaldynamics:cover:0, Glowing Glass Cover
thermaldynamics:cover:0, Redstone Glass Cover
thermaldynamics:cover:0, Ethereal Glass Cover
thermaldynamics:cover:0, Reverse Ethereal Glass Cover
thermaldynamics:cover:0, Ineffable Glass Cover
thermaldynamics:cover:0, Dark Ineffable Glass Cover
thermaldynamics:cover:0, Transfer Pipe Cover
thermaldynamics:cover:0, Wooden Spikes Cover
thermaldynamics:cover:0, Stone Spikes Cover
thermaldynamics:cover:0, Iron Spikes Cover
thermaldynamics:cover:0, Golden Spikes Cover
thermaldynamics:cover:0, Diamond Spikes Cover
thermaldynamics:cover:0, Creative Spikes Cover
thermaldynamics:cover:0, Redstone Lantern Cover
thermaldynamics:cover:0, Block of Enchanted Metal Cover
thermaldynamics:cover:0, Block of Demon Metal Cover
thermaldynamics:cover:0, Block of Evil Infused Iron Cover
thermaldynamics:cover:0, Bedrock Bricks Cover
thermaldynamics:cover:0, Bedrock Slabs Cover
thermaldynamics:cover:0, Bedrock Cobblestone Cover
thermaldynamics:cover:0, Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Burnt Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Dead Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Raw Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
thermaldynamics:cover:0, Block of Bronze Cover
thermaldynamics:cover:0, Block of Constantan Cover
thermaldynamics:cover:0, Block of Signalum Cover
thermaldynamics:cover:0, Block of Lumium Cover
thermaldynamics:cover:0, Block of Enderium Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Hardened Copper Glass Cover
thermaldynamics:cover:0, Hardened Tin Glass Cover
thermaldynamics:cover:0, Hardened Silver Glass Cover
thermaldynamics:cover:0, Hardened Glass Cover
thermaldynamics:cover:0, Hardened Aluminum Glass Cover
thermaldynamics:cover:0, Hardened Nickel Glass Cover
thermaldynamics:cover:0, Hardened Platinum Glass Cover
thermaldynamics:cover:0, Hardened Iridium Glass Cover
thermaldynamics:cover:0, Hardened Mana Infused Glass Cover
thermaldynamics:cover:0, Hardened Steel Glass Cover
thermaldynamics:cover:0, Hardened Electrum Glass Cover
thermaldynamics:cover:0, Hardened Invar Glass Cover
thermaldynamics:cover:0, Hardened Bronze Glass Cover
thermaldynamics:cover:0, Hardened Constantan Glass Cover
thermaldynamics:cover:0, Hardened Signalum Glass Cover
thermaldynamics:cover:0, Hardened Lumium Glass Cover
thermaldynamics:cover:0, Hardened Enderium Glass Cover
thermaldynamics:cover:0, Black Rockwool Cover
thermaldynamics:cover:0, Red Rockwool Cover
thermaldynamics:cover:0, Green Rockwool Cover
thermaldynamics:cover:0, Brown Rockwool Cover
thermaldynamics:cover:0, Blue Rockwool Cover
thermaldynamics:cover:0, Purple Rockwool Cover
thermaldynamics:cover:0, Cyan Rockwool Cover
thermaldynamics:cover:0, Light Gray Rockwool Cover
thermaldynamics:cover:0, Gray Rockwool Cover
thermaldynamics:cover:0, Pink Rockwool Cover
thermaldynamics:cover:0, Lime Rockwool Cover
thermaldynamics:cover:0, Yellow Rockwool Cover
thermaldynamics:cover:0, Light Blue Rockwool Cover
thermaldynamics:cover:0, Magenta Rockwool Cover
thermaldynamics:cover:0, Orange Rockwool Cover
thermaldynamics:cover:0, White Rockwool Cover
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
chisel:basalt:1, Basalt
chisel:basalt:2, Basalt
chisel:basalt:3, Basalt
chisel:basalt:4, Basalt
chisel:basalt:5, Basalt
chisel:basalt:6, Basalt
chisel:basalt:7, Basalt
chisel:basalt:8, Basalt
chisel:basalt:9, Basalt
chisel:basalt:10, Basalt
chisel:basalt:11, Basalt
chisel:basalt:12, Basalt
chisel:basalt:13, Basalt
chisel:basalt:14, Basalt
chisel:basalt:15, Basalt
chisel:basalt1:0, Basalt
chisel:basalt1:1, Basalt
chisel:basalt1:2, Basalt
chisel:basalt1:3, Basalt
chisel:basalt1:4, Basalt
chisel:basalt1:5, Basalt
chisel:basalt1:6, Basalt
chisel:basalt1:7, Basalt
chisel:basalt1:8, Basalt
chisel:basalt1:9, Basalt
chisel:basalt2:0, Basalt
chisel:basalt2:1, Basalt
chisel:basalt2:2, Basalt
chisel:basalt2:3, Basalt
chisel:basalt2:4, Basalt
chisel:basalt2:5, Basalt
chisel:basalt2:6, Basalt
chisel:basalt2:7, Basalt
chisel:bookshelf_oak:0, Oak Bookshelf
chisel:bookshelf_oak:1, Oak Bookshelf
chisel:bookshelf_oak:2, Oak Bookshelf
chisel:bookshelf_oak:3, Oak Bookshelf
chisel:bookshelf_oak:4, Oak Bookshelf
chisel:bookshelf_oak:5, Oak Bookshelf
chisel:bookshelf_oak:6, Oak Bookshelf
chisel:bookshelf_oak:7, Oak Bookshelf
chisel:bookshelf_oak:8, Oak Bookshelf
chisel:bookshelf_oak:9, Oak Bookshelf
chisel:bookshelf_spruce:0, Spruce Bookshelf
chisel:bookshelf_spruce:1, Spruce Bookshelf
chisel:bookshelf_spruce:2, Spruce Bookshelf
chisel:bookshelf_spruce:3, Spruce Bookshelf
chisel:bookshelf_spruce:4, Spruce Bookshelf
chisel:bookshelf_spruce:5, Spruce Bookshelf
chisel:bookshelf_spruce:6, Spruce Bookshelf
chisel:bookshelf_spruce:7, Spruce Bookshelf
chisel:bookshelf_spruce:8, Spruce Bookshelf
chisel:bookshelf_spruce:9, Spruce Bookshelf
chisel:bookshelf_birch:0, Birch Bookshelf
chisel:bookshelf_birch:1, Birch Bookshelf
chisel:bookshelf_birch:2, Birch Bookshelf
chisel:bookshelf_birch:3, Birch Bookshelf
chisel:bookshelf_birch:4, Birch Bookshelf
chisel:bookshelf_birch:5, Birch Bookshelf
chisel:bookshelf_birch:6, Birch Bookshelf
chisel:bookshelf_birch:7, Birch Bookshelf
chisel:bookshelf_birch:8, Birch Bookshelf
chisel:bookshelf_birch:9, Birch Bookshelf
chisel:bookshelf_jungle:0, Jungle Bookshelf
chisel:bookshelf_jungle:1, Jungle Bookshelf
chisel:bookshelf_jungle:2, Jungle Bookshelf
chisel:bookshelf_jungle:3, Jungle Bookshelf
chisel:bookshelf_jungle:4, Jungle Bookshelf
chisel:bookshelf_jungle:5, Jungle Bookshelf
chisel:bookshelf_jungle:6, Jungle Bookshelf
chisel:bookshelf_jungle:7, Jungle Bookshelf
chisel:bookshelf_jungle:8, Jungle Bookshelf
chisel:bookshelf_jungle:9, Jungle Bookshelf
chisel:bookshelf_acacia:0, Acacia Bookshelf
chisel:bookshelf_acacia:1, Acacia Bookshelf
chisel:bookshelf_acacia:2, Acacia Bookshelf
chisel:bookshelf_acacia:3, Acacia Bookshelf
chisel:bookshelf_acacia:4, Acacia Bookshelf
chisel:bookshelf_acacia:5, Acacia Bookshelf
chisel:bookshelf_acacia:6, Acacia Bookshelf
chisel:bookshelf_acacia:7, Acacia Bookshelf
chisel:bookshelf_acacia:8, Acacia Bookshelf
chisel:bookshelf_acacia:9, Acacia Bookshelf
chisel:bookshelf_darkoak:0, Dark Oak Bookshelf
chisel:bookshelf_darkoak:1, Dark Oak Bookshelf
chisel:bookshelf_darkoak:2, Dark Oak Bookshelf
chisel:bookshelf_darkoak:3, Dark Oak Bookshelf
chisel:bookshelf_darkoak:4, Dark Oak Bookshelf
chisel:bookshelf_darkoak:5, Dark Oak Bookshelf
chisel:bookshelf_darkoak:6, Dark Oak Bookshelf
chisel:bookshelf_darkoak:7, Dark Oak Bookshelf
chisel:bookshelf_darkoak:8, Dark Oak Bookshelf
chisel:bookshelf_darkoak:9, Dark Oak Bookshelf
chisel:bricks:0, Bricks
chisel:bricks:1, Bricks
chisel:bricks:2, Bricks
chisel:bricks:3, Bricks
chisel:bricks:4, Bricks
chisel:bricks:5, Bricks
chisel:bricks:6, Bricks
chisel:bricks:7, Bricks
chisel:bricks:8, Bricks
chisel:bricks:9, Bricks
chisel:bricks:10, Bricks
chisel:bricks:11, Bricks
chisel:bricks:12, Bricks
chisel:bricks:13, Bricks
chisel:bricks:14, Bricks
chisel:bricks:15, Bricks
chisel:bricks1:0, Bricks
chisel:bricks1:1, Bricks
chisel:bricks1:2, Bricks
chisel:bricks1:3, Bricks
chisel:bricks1:4, Bricks
chisel:bricks1:5, Bricks
chisel:bricks1:6, Bricks
chisel:bricks1:7, Bricks
chisel:bricks1:8, Bricks
chisel:bricks1:9, Bricks
chisel:bricks2:0, Bricks
chisel:bricks2:1, Bricks
chisel:bricks2:2, Bricks
chisel:bricks2:3, Bricks
chisel:bricks2:4, Bricks
chisel:bricks2:5, Bricks
chisel:blockbronze:0, Block of Bronze
chisel:blockbronze:1, Block of Bronze
chisel:blockbronze:2, Block of Bronze
chisel:blockbronze:3, Block of Bronze
chisel:blockbronze:4, Block of Bronze
chisel:blockbronze:5, Block of Bronze
chisel:blockbronze:6, Block of Bronze
chisel:brownstone:0, Brownstone
chisel:brownstone:1, Brownstone
chisel:brownstone:2, Brownstone
chisel:brownstone:3, Brownstone
chisel:brownstone:4, Brownstone
chisel:brownstone:5, Brownstone
chisel:brownstone:6, Brownstone
chisel:brownstone:7, Brownstone
chisel:brownstone:8, Brownstone
chisel:brownstone:9, Brownstone
chisel:carpet_black:0, Black Wool
chisel:carpet_black:1, Black Wool
chisel:carpet_red:0, Red Wool
chisel:carpet_red:1, Red Wool
chisel:carpet_green:0, Green Wool
chisel:carpet_green:1, Green Wool
chisel:carpet_brown:0, Brown Wool
chisel:carpet_brown:1, Brown Wool
chisel:carpet_blue:0, Blue Wool
chisel:carpet_blue:1, Blue Wool
chisel:carpet_purple:0, Purple Wool
chisel:carpet_purple:1, Purple Wool
chisel:carpet_cyan:0, Cyan Wool
chisel:carpet_cyan:1, Cyan Wool
chisel:carpet_lightgray:0, Light Gray Wool
chisel:carpet_lightgray:1, Light Gray Wool
chisel:carpet_gray:0, Gray Wool
chisel:carpet_gray:1, Gray Wool
chisel:carpet_pink:0, Pink Wool
chisel:carpet_pink:1, Pink Wool
chisel:carpet_lime:0, Lime Wool
chisel:carpet_lime:1, Lime Wool
chisel:carpet_yellow:0, Yellow Wool
chisel:carpet_yellow:1, Yellow Wool
chisel:carpet_lightblue:0, Light Blue Wool
chisel:carpet_lightblue:1, Light Blue Wool
chisel:carpet_magenta:0, Magenta Wool
chisel:carpet_magenta:1, Magenta Wool
chisel:carpet_orange:0, Orange Wool
chisel:carpet_orange:1, Orange Wool
chisel:carpet_white:0, Wool
chisel:carpet_white:1, Wool
chisel:block_charcoal:0, Block of Charcoal
chisel:block_charcoal:1, Block of Charcoal
chisel:block_charcoal:2, Block of Charcoal
chisel:block_charcoal:3, Block of Charcoal
chisel:block_charcoal:4, Block of Charcoal
chisel:block_charcoal:5, Block of Charcoal
chisel:block_charcoal:6, Block of Charcoal
chisel:block_charcoal:7, Block of Charcoal
chisel:block_charcoal:8, Block of Charcoal
chisel:block_charcoal:9, Block of Charcoal
chisel:block_charcoal:10, Block of Charcoal
chisel:block_charcoal:11, Block of Charcoal
chisel:block_charcoal:12, Block of Charcoal
chisel:block_charcoal:13, Block of Charcoal
chisel:block_charcoal:14, Block of Charcoal
chisel:block_charcoal:15, Block of Charcoal
chisel:block_charcoal1:0, Block of Charcoal
chisel:block_charcoal1:1, Block of Charcoal
chisel:block_charcoal1:2, Block of Charcoal
chisel:block_charcoal1:3, Block of Charcoal
chisel:block_charcoal1:4, Block of Charcoal
chisel:block_charcoal1:5, Block of Charcoal
chisel:block_charcoal1:6, Block of Charcoal
chisel:block_charcoal1:7, Block of Charcoal
chisel:block_charcoal1:8, Block of Charcoal
chisel:block_charcoal1:9, Block of Charcoal
chisel:block_charcoal1:10, Block of Charcoal
chisel:block_charcoal1:11, Block of Charcoal
chisel:block_charcoal1:12, Block of Charcoal
chisel:block_charcoal1:13, Block of Charcoal
chisel:block_charcoal1:14, Block of Charcoal
chisel:block_charcoal1:15, Block of Charcoal
chisel:block_charcoal2:0, Block of Charcoal
chisel:block_charcoal2:1, Block of Charcoal
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:blockcobalt:0, Block of Cobalt
chisel:blockcobalt:1, Block of Cobalt
chisel:blockcobalt:2, Block of Cobalt
chisel:blockcobalt:3, Block of Cobalt
chisel:blockcobalt:4, Block of Cobalt
chisel:blockcobalt:5, Block of Cobalt
chisel:blockcobalt:6, Block of Cobalt
chisel:cobblestone:0, Cobblestone
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:cobblestone1:0, Cobblestone
chisel:cobblestone1:1, Cobblestone
chisel:cobblestone1:2, Cobblestone
chisel:cobblestone1:3, Cobblestone
chisel:cobblestone1:4, Cobblestone
chisel:cobblestone1:5, Cobblestone
chisel:cobblestone1:6, Cobblestone
chisel:cobblestone1:7, Cobblestone
chisel:cobblestone1:8, Cobblestone
chisel:cobblestone1:9, Cobblestone
chisel:cobblestone2:0, Cobblestone
chisel:cobblestone2:1, Cobblestone
chisel:cobblestone2:2, Cobblestone
chisel:cobblestone2:3, Cobblestone
chisel:cobblestone2:4, Cobblestone
chisel:cobblestone2:5, Cobblestone
chisel:cobblestone2:6, Cobblestone
chisel:cobblestone2:7, Cobblestone
chisel:cobblestone2:8, Cobblestone
chisel:cobblestone2:9, Cobblestone
chisel:block_coal:0, Block of Coal
chisel:block_coal:1, Block of Coal
chisel:block_coal:2, Block of Coal
chisel:block_coal:3, Block of Coal
chisel:block_coal:4, Block of Coal
chisel:block_coal:5, Block of Coal
chisel:block_coal:6, Block of Coal
chisel:block_coal:7, Block of Coal
chisel:block_coal:8, Block of Coal
chisel:block_coal:9, Block of Coal
chisel:block_coal:10, Block of Coal
chisel:block_coal:11, Block of Coal
chisel:block_coal:12, Block of Coal
chisel:block_coal:13, Block of Coal
chisel:block_coal:14, Block of Coal
chisel:block_coal:15, Block of Coal
chisel:block_coal1:0, Block of Coal
